header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/mcf_17520000000_0.126350/simulator_err.txt
core_with_l2.core.backend.ctrlBlock.lsDq.util_underflow,0
core_with_l2.core.backend.ctrlBlock.lsDq.utilization,400803782
core_with_l2.core.backend.ctrlBlock.rename.control_recovery_stall,1596733
core_with_l2.core.backend.ctrlBlock.rename.fpFreeList.allocation_blocked,0
core_with_l2.core.backend.ctrlBlock.rename.fpFreeList.can_alloc_wrong,0
core_with_l2.core.backend.ctrlBlock.rename.fpFreeList.utilization,7297215040
core_with_l2.core.backend.ctrlBlock.rename.fused_lui_load_instr_count,0
core_with_l2.core.backend.ctrlBlock.rename.in,59746323
core_with_l2.core.backend.ctrlBlock.rename.mem_violation_recovery_stall,21442
core_with_l2.core.backend.ctrlBlock.rename.move_instr_count,3547790
core_with_l2.core.backend.ctrlBlock.rename.other_recovery_stall,0
core_with_l2.core.backend.ctrlBlock.rename.recovery_stall,1618175
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_0_1,35442945
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_1_2,225659
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_2_3,239106
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_3_4,2415
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_4_5,165235
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_5_6,21375
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_6_7,9510858
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_mean,1
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_overflow,0
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_sampled,45607593
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_sum,58544079
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_underflow,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_0_1,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_1_2,225659
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_2_3,239106
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_3_4,2415
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_4_5,165235
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_5_6,21375
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_6_7,9510858
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_mean,5
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_overflow,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_sampled,10164648
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_sum,58544079
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_underflow,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_0_1,2569424
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_1_2,429230
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_2_3,395976
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_3_4,5302
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_4_5,287149
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_5_6,147832
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_6_7,41772680
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_mean,5
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_overflow,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_sampled,45607593
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_sum,253760924
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_underflow,0
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_dispatch,32421380
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_fp,0
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_int,2942
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_walk,405495
core_with_l2.core.backend.ctrlBlock.rename.utilization,253760930
core_with_l2.core.backend.ctrlBlock.rename.waitInstr,195216845
core_with_l2.core.backend.ctrlBlock.rob.alu_instr_cnt,9226619
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_commit,800450834
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_dispatch,15183608
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_enq_rs,12173357
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_enq_rs_execute,273498349
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_execute,8024984
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_issue,8024984
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_select,257448381
core_with_l2.core.backend.ctrlBlock.rob.bku_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.clock_cycle,45607594
core_with_l2.core.backend.ctrlBlock.rob.commitInstr,20000002
core_with_l2.core.backend.ctrlBlock.rob.commitInstrBranch,2904446
core_with_l2.core.backend.ctrlBlock.rob.commitInstrFused,0
core_with_l2.core.backend.ctrlBlock.rob.commitInstrLoad,4488021
core_with_l2.core.backend.ctrlBlock.rob.commitInstrLoadWait,0
core_with_l2.core.backend.ctrlBlock.rob.commitInstrMove,1201635
core_with_l2.core.backend.ctrlBlock.rob.commitInstrMoveElim,1201635
core_with_l2.core.backend.ctrlBlock.rob.commitInstrStore,5672531
core_with_l2.core.backend.ctrlBlock.rob.commitUop,20000004
core_with_l2.core.backend.ctrlBlock.rob.csr_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.div_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.div_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.div_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.div_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.div_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.div_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.div_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.div_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.empty,4797
core_with_l2.core.backend.ctrlBlock.rob.exception_num,0
core_with_l2.core.backend.ctrlBlock.rob.exHalf,32482632
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.fence_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.flush_pipe_num,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_instr_cnt_fma,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_enq_rs_execute_fma,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_execute_fma,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.full,13339204
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.interrupt_num,0
core_with_l2.core.backend.ctrlBlock.rob.jmp_instr_cnt,612833
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_commit,58418421
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_dispatch,822755
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_enq_rs,1160467
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_enq_rs_execute,2451332
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_execute,1225666
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_issue,612833
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_select,612833
core_with_l2.core.backend.ctrlBlock.rob.load_instr_cnt,4488021
core_with_l2.core.backend.ctrlBlock.rob.load_latency_commit,263811896
core_with_l2.core.backend.ctrlBlock.rob.load_latency_dispatch,11906935
core_with_l2.core.backend.ctrlBlock.rob.load_latency_enq_rs,43107200
core_with_l2.core.backend.ctrlBlock.rob.load_latency_enq_rs_execute,335011635
core_with_l2.core.backend.ctrlBlock.rob.load_latency_execute,232214299
core_with_l2.core.backend.ctrlBlock.rob.load_latency_issue,5595243
core_with_l2.core.backend.ctrlBlock.rob.load_latency_select,97202093
core_with_l2.core.backend.ctrlBlock.rob.mou_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.mul_instr_cnt,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_commit,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_dispatch,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_enq_rs,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_enq_rs_execute,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_execute,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_issue,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_select,0
core_with_l2.core.backend.ctrlBlock.rob.replay_inst_num,0
core_with_l2.core.backend.ctrlBlock.rob.robHeadPC,3144257440976
core_with_l2.core.backend.ctrlBlock.rob.s_idle_to_idle,43989419
core_with_l2.core.backend.ctrlBlock.rob.s_idle_to_walk,336970
core_with_l2.core.backend.ctrlBlock.rob.s_walk_to_idle,336970
core_with_l2.core.backend.ctrlBlock.rob.s_walk_to_walk,944235
core_with_l2.core.backend.ctrlBlock.rob.store_instr_cnt,5672531
core_with_l2.core.backend.ctrlBlock.rob.store_latency_commit,529974487
core_with_l2.core.backend.ctrlBlock.rob.store_latency_dispatch,19793146
core_with_l2.core.backend.ctrlBlock.rob.store_latency_enq_rs,35471191
core_with_l2.core.backend.ctrlBlock.rob.store_latency_enq_rs_execute,46216211
core_with_l2.core.backend.ctrlBlock.rob.store_latency_execute,28362655
core_with_l2.core.backend.ctrlBlock.rob.store_latency_issue,5672531
core_with_l2.core.backend.ctrlBlock.rob.store_latency_select,12181025
core_with_l2.core.backend.ctrlBlock.rob.util_0_1,4797
core_with_l2.core.backend.ctrlBlock.rob.util_1_2,2153
core_with_l2.core.backend.ctrlBlock.rob.util_2_3,4805
core_with_l2.core.backend.ctrlBlock.rob.util_3_4,1860
core_with_l2.core.backend.ctrlBlock.rob.util_4_5,11802
core_with_l2.core.backend.ctrlBlock.rob.util_5_6,1395
core_with_l2.core.backend.ctrlBlock.rob.util_6_7,6725
core_with_l2.core.backend.ctrlBlock.rob.util_7_8,7868
core_with_l2.core.backend.ctrlBlock.rob.util_8_9,9881
core_with_l2.core.backend.ctrlBlock.rob.util_9_10,3424
core_with_l2.core.backend.ctrlBlock.rob.util_10_11,38455
core_with_l2.core.backend.ctrlBlock.rob.util_11_12,4712
core_with_l2.core.backend.ctrlBlock.rob.util_12_13,26491
core_with_l2.core.backend.ctrlBlock.rob.util_13_14,39619
core_with_l2.core.backend.ctrlBlock.rob.util_14_15,23711
core_with_l2.core.backend.ctrlBlock.rob.util_15_16,3779
core_with_l2.core.backend.ctrlBlock.rob.util_16_17,67754
core_with_l2.core.backend.ctrlBlock.rob.util_17_18,3061
core_with_l2.core.backend.ctrlBlock.rob.util_18_19,32435
core_with_l2.core.backend.ctrlBlock.rob.util_19_20,25361
core_with_l2.core.backend.ctrlBlock.rob.util_20_21,17737
core_with_l2.core.backend.ctrlBlock.rob.util_21_22,20059
core_with_l2.core.backend.ctrlBlock.rob.util_22_23,35837
core_with_l2.core.backend.ctrlBlock.rob.util_23_24,5838
core_with_l2.core.backend.ctrlBlock.rob.util_24_25,29118
core_with_l2.core.backend.ctrlBlock.rob.util_25_26,92564
core_with_l2.core.backend.ctrlBlock.rob.util_26_27,36821
core_with_l2.core.backend.ctrlBlock.rob.util_27_28,29111
core_with_l2.core.backend.ctrlBlock.rob.util_28_29,50528
core_with_l2.core.backend.ctrlBlock.rob.util_29_30,33211
core_with_l2.core.backend.ctrlBlock.rob.util_30_31,39745
core_with_l2.core.backend.ctrlBlock.rob.util_31_32,9916
core_with_l2.core.backend.ctrlBlock.rob.util_32_33,60768
core_with_l2.core.backend.ctrlBlock.rob.util_33_34,9682
core_with_l2.core.backend.ctrlBlock.rob.util_34_35,50734
core_with_l2.core.backend.ctrlBlock.rob.util_35_36,9701
core_with_l2.core.backend.ctrlBlock.rob.util_36_37,36479
core_with_l2.core.backend.ctrlBlock.rob.util_37_38,9754
core_with_l2.core.backend.ctrlBlock.rob.util_38_39,92852
core_with_l2.core.backend.ctrlBlock.rob.util_39_40,10387
core_with_l2.core.backend.ctrlBlock.rob.util_40_41,32295
core_with_l2.core.backend.ctrlBlock.rob.util_41_42,14488
core_with_l2.core.backend.ctrlBlock.rob.util_42_43,52299
core_with_l2.core.backend.ctrlBlock.rob.util_43_44,16720
core_with_l2.core.backend.ctrlBlock.rob.util_44_45,129696
core_with_l2.core.backend.ctrlBlock.rob.util_45_46,50125
core_with_l2.core.backend.ctrlBlock.rob.util_46_47,61987
core_with_l2.core.backend.ctrlBlock.rob.util_47_48,33155
core_with_l2.core.backend.ctrlBlock.rob.util_48_49,51977
core_with_l2.core.backend.ctrlBlock.rob.util_49_50,37835
core_with_l2.core.backend.ctrlBlock.rob.util_50_51,101802
core_with_l2.core.backend.ctrlBlock.rob.util_51_52,91925
core_with_l2.core.backend.ctrlBlock.rob.util_52_53,38261
core_with_l2.core.backend.ctrlBlock.rob.util_53_54,77235
core_with_l2.core.backend.ctrlBlock.rob.util_54_55,65203
core_with_l2.core.backend.ctrlBlock.rob.util_55_56,117585
core_with_l2.core.backend.ctrlBlock.rob.util_56_57,69919
core_with_l2.core.backend.ctrlBlock.rob.util_57_58,109849
core_with_l2.core.backend.ctrlBlock.rob.util_58_59,51960
core_with_l2.core.backend.ctrlBlock.rob.util_59_60,126532
core_with_l2.core.backend.ctrlBlock.rob.util_60_61,58142
core_with_l2.core.backend.ctrlBlock.rob.util_61_62,137651
core_with_l2.core.backend.ctrlBlock.rob.util_62_63,48452
core_with_l2.core.backend.ctrlBlock.rob.util_63_64,137739
core_with_l2.core.backend.ctrlBlock.rob.util_64_65,50727
core_with_l2.core.backend.ctrlBlock.rob.util_65_66,115502
core_with_l2.core.backend.ctrlBlock.rob.util_66_67,68095
core_with_l2.core.backend.ctrlBlock.rob.util_67_68,127904
core_with_l2.core.backend.ctrlBlock.rob.util_68_69,46275
core_with_l2.core.backend.ctrlBlock.rob.util_69_70,110242
core_with_l2.core.backend.ctrlBlock.rob.util_70_71,46636
core_with_l2.core.backend.ctrlBlock.rob.util_71_72,57436
core_with_l2.core.backend.ctrlBlock.rob.util_72_73,45051
core_with_l2.core.backend.ctrlBlock.rob.util_73_74,64968
core_with_l2.core.backend.ctrlBlock.rob.util_74_75,39418
core_with_l2.core.backend.ctrlBlock.rob.util_75_76,80807
core_with_l2.core.backend.ctrlBlock.rob.util_76_77,35616
core_with_l2.core.backend.ctrlBlock.rob.util_77_78,61694
core_with_l2.core.backend.ctrlBlock.rob.util_78_79,114256
core_with_l2.core.backend.ctrlBlock.rob.util_79_80,128099
core_with_l2.core.backend.ctrlBlock.rob.util_80_81,125442
core_with_l2.core.backend.ctrlBlock.rob.util_81_82,172327
core_with_l2.core.backend.ctrlBlock.rob.util_82_83,162437
core_with_l2.core.backend.ctrlBlock.rob.util_83_84,152191
core_with_l2.core.backend.ctrlBlock.rob.util_84_85,115522
core_with_l2.core.backend.ctrlBlock.rob.util_85_86,118900
core_with_l2.core.backend.ctrlBlock.rob.util_86_87,101257
core_with_l2.core.backend.ctrlBlock.rob.util_87_88,155459
core_with_l2.core.backend.ctrlBlock.rob.util_88_89,87324
core_with_l2.core.backend.ctrlBlock.rob.util_89_90,68752
core_with_l2.core.backend.ctrlBlock.rob.util_90_91,47875
core_with_l2.core.backend.ctrlBlock.rob.util_91_92,58342
core_with_l2.core.backend.ctrlBlock.rob.util_92_93,44589
core_with_l2.core.backend.ctrlBlock.rob.util_93_94,92685
core_with_l2.core.backend.ctrlBlock.rob.util_94_95,49604
core_with_l2.core.backend.ctrlBlock.rob.util_95_96,65179
core_with_l2.core.backend.ctrlBlock.rob.util_96_97,60522
core_with_l2.core.backend.ctrlBlock.rob.util_97_98,63237
core_with_l2.core.backend.ctrlBlock.rob.util_98_99,57676
core_with_l2.core.backend.ctrlBlock.rob.util_99_100,126229
core_with_l2.core.backend.ctrlBlock.rob.util_100_101,99126
core_with_l2.core.backend.ctrlBlock.rob.util_101_102,101616
core_with_l2.core.backend.ctrlBlock.rob.util_102_103,1343321
core_with_l2.core.backend.ctrlBlock.rob.util_103_104,86301
core_with_l2.core.backend.ctrlBlock.rob.util_104_105,270077
core_with_l2.core.backend.ctrlBlock.rob.util_105_106,139004
core_with_l2.core.backend.ctrlBlock.rob.util_106_107,97121
core_with_l2.core.backend.ctrlBlock.rob.util_107_108,110684
core_with_l2.core.backend.ctrlBlock.rob.util_108_109,425153
core_with_l2.core.backend.ctrlBlock.rob.util_109_110,1208286
core_with_l2.core.backend.ctrlBlock.rob.util_110_111,81170
core_with_l2.core.backend.ctrlBlock.rob.util_111_112,126761
core_with_l2.core.backend.ctrlBlock.rob.util_112_113,343737
core_with_l2.core.backend.ctrlBlock.rob.util_113_114,299314
core_with_l2.core.backend.ctrlBlock.rob.util_114_115,74984
core_with_l2.core.backend.ctrlBlock.rob.util_115_116,596309
core_with_l2.core.backend.ctrlBlock.rob.util_116_117,80283
core_with_l2.core.backend.ctrlBlock.rob.util_117_118,199431
core_with_l2.core.backend.ctrlBlock.rob.util_118_119,64007
core_with_l2.core.backend.ctrlBlock.rob.util_119_120,223102
core_with_l2.core.backend.ctrlBlock.rob.util_120_121,72292
core_with_l2.core.backend.ctrlBlock.rob.util_121_122,450470
core_with_l2.core.backend.ctrlBlock.rob.util_122_123,62482
core_with_l2.core.backend.ctrlBlock.rob.util_123_124,139495
core_with_l2.core.backend.ctrlBlock.rob.util_124_125,52830
core_with_l2.core.backend.ctrlBlock.rob.util_125_126,212710
core_with_l2.core.backend.ctrlBlock.rob.util_126_127,110532
core_with_l2.core.backend.ctrlBlock.rob.util_127_128,105098
core_with_l2.core.backend.ctrlBlock.rob.util_128_129,117228
core_with_l2.core.backend.ctrlBlock.rob.util_129_130,213290
